fecha,Estación,Precipitación
2011-10-29,Holt Ibicuy - Comisaría,---mm
2011-10-29,Mazaruca - Destacamento,---mm
2011-10-29,Villa Paranacito - Prefectura,---mm
2011-11-04,Brazo Largo - Puesto Caminero,4mm
2011-11-04,Holt Ibicuy - Comisaría,6mm
2011-11-04,Mazaruca - Destacamento,3mm
2011-11-04,Villa Paranacito - Prefectura,5mm
2011-11-09,Brazo Largo - Puesto Caminero,3mm
2011-11-09,Holt Ibicuy - Comisaría,5mm
2011-11-09,Mazaruca - Destacamento,5mm
2011-11-09,Villa Paranacito - Prefectura,7mm
2011-11-19,Brazo Largo - Puesto Caminero,10mm
2011-11-19,Holt Ibicuy - Comisaría,8mm
2011-11-19,Mazaruca - Destacamento,8mm
2011-11-19,Villa Paranacito - Prefectura,12mm
2011-11-20,Brazo Largo - Puesto Caminero,30mm
2011-11-20,Holt Ibicuy - Comisaría,25mm
2011-11-20,Mazaruca - Destacamento,27mm
2011-11-20,Villa Paranacito - Prefectura,30mm
2011-11-21,Brazo Largo - Puesto Caminero,---mm
2011-11-21,Holt Ibicuy - Comisaría,---mm
2011-11-21,Mazaruca - Destacamento,---mm
2011-11-21,Villa Paranacito - Prefectura,---mm
2011-11-28,Brazo Largo - Puesto Caminero,---mm
2011-11-28,Holt Ibicuy - Comisaría,---mm
2011-11-28,Mazaruca - Destacamento,---mm
2011-11-28,Villa Paranacito - Prefectura,---mm
2011-11-30,Brazo Largo - Puesto Caminero,---mm
2011-11-30,Holt Ibicuy - Comisaría,---mm
2011-11-30,Mazaruca - Destacamento,---mm
2011-11-30,Villa Paranacito - Prefectura,---mm
2011-12-05,Brazo Largo - Puesto Caminero,---mm
2011-12-05,Holt Ibicuy - Comisaría,---mm
2011-12-05,Mazaruca - Destacamento,---mm
2011-12-05,Villa Paranacito - Prefectura,---mm
2011-12-21,Brazo Largo - Puesto Caminero,9mm
2011-12-21,Holt Ibicuy - Comisaría,12mm
2011-12-21,Mazaruca - Destacamento,13mm
2011-12-21,Villa Paranacito - Prefectura,10mm
2011-12-22,Brazo Largo - Puesto Caminero,---mm
2011-12-22,Holt Ibicuy - Comisaría,---mm
2011-12-22,Mazaruca - Destacamento,---mm
2011-12-22,Villa Paranacito - Prefectura,---mm
2011-12-23,Brazo Largo - Puesto Caminero,6mm
2011-12-23,Holt Ibicuy - Comisaría,6mm
2011-12-23,Mazaruca - Destacamento,2mm
2011-12-23,Villa Paranacito - Prefectura,4mm
2012-01-03,Brazo Largo - Puesto Caminero,---mm
2012-01-03,Holt Ibicuy - Comisaría,---mm
2012-01-03,Mazaruca - Destacamento,---mm
2012-01-03,Villa Paranacito - Prefectura,---mm
2012-01-11,Brazo Largo - Puesto Caminero,7mm
2012-01-11,Holt Ibicuy - Comisaría,10mm
2012-01-11,Mazaruca - Destacamento,5mm
2012-01-11,Villa Paranacito - Prefectura,7mm
2012-01-20,Brazo Largo - Puesto Caminero,---mm
2012-01-20,Holt Ibicuy - Comisaría,---mm
2012-01-20,Mazaruca - Destacamento,---mm
2012-01-20,Villa Paranacito - Prefectura,---mm
2012-01-21,Brazo Largo - Puesto Caminero,5mm
2012-01-21,Holt Ibicuy - Comisaría,10mm
2012-01-21,Mazaruca - Destacamento,8mm
2012-01-21,Villa Paranacito - Prefectura,1mm
2012-01-24,Brazo Largo - Puesto Caminero,18mm
2012-01-24,Holt Ibicuy - Comisaría,40mm
2012-01-24,Mazaruca - Destacamento,40mm
2012-01-24,Villa Paranacito - Prefectura,29mm
2012-01-30,Brazo Largo - Puesto Caminero,---mm
2012-01-30,Holt Ibicuy - Comisaría,---mm
2012-01-30,Mazaruca - Destacamento,---mm
2012-01-30,Villa Paranacito - Prefectura,---mm
2012-01-31,Brazo Largo - Puesto Caminero,---mm
2012-01-31,Holt Ibicuy - Comisaría,---mm
2012-01-31,Mazaruca - Destacamento,---mm
2012-01-31,Villa Paranacito - Prefectura,---mm
2012-02-01,Brazo Largo - Puesto Caminero,---mm
2012-02-01,Holt Ibicuy - Comisaría,---mm
2012-02-01,Mazaruca - Destacamento,---mm
2012-02-01,Villa Paranacito - Prefectura,---mm
2012-02-02,Brazo Largo - Puesto Caminero,---mm
2012-02-02,Holt Ibicuy - Comisaría,---mm
2012-02-02,Mazaruca - Destacamento,---mm
2012-02-02,Villa Paranacito - Prefectura,---mm
2012-02-04,Brazo Largo - Puesto Caminero,---mm
2012-02-04,Holt Ibicuy - Comisaría,---mm
2012-02-04,Mazaruca - Destacamento,---mm
2012-02-04,Villa Paranacito - Prefectura,---mm
2012-02-05,Brazo Largo - Puesto Caminero,10mm
2012-02-05,Holt Ibicuy - Comisaría,11mm
2012-02-05,Mazaruca - Destacamento,11mm
2012-02-05,Villa Paranacito - Prefectura,9mm
2012-02-06,Brazo Largo - Puesto Caminero,40mm
2012-02-06,Holt Ibicuy - Comisaría,35mm
2012-02-06,Mazaruca - Destacamento,40mm
2012-02-06,Villa Paranacito - Prefectura,10mm
2012-02-07,Brazo Largo - Puesto Caminero,---mm
2012-02-07,Holt Ibicuy - Comisaría,---mm
2012-02-07,Mazaruca - Destacamento,---mm
2012-02-07,Villa Paranacito - Prefectura,---mm
2012-02-16,Brazo Largo - Puesto Caminero,15mm
2012-02-16,Holt Ibicuy - Comisaría,15mm
2012-02-16,Mazaruca - Destacamento,15mm
2012-02-16,Villa Paranacito - Prefectura,20mm
2012-02-18,Brazo Largo - Puesto Caminero,---mm
2012-02-18,Holt Ibicuy - Comisaría,20mm
2012-02-18,Mazaruca - Destacamento,15mm
2012-02-18,Villa Paranacito - Prefectura,2mm
2012-02-19,Brazo Largo - Puesto Caminero,---mm
2012-02-19,Holt Ibicuy - Comisaría,---mm
2012-02-19,Mazaruca - Destacamento,---mm
2012-02-19,Villa Paranacito - Prefectura,---mm
2012-02-20,Brazo Largo - Puesto Caminero,---mm
2012-02-20,Holt Ibicuy - Comisaría,---mm
2012-02-20,Mazaruca - Destacamento,---mm
2012-02-20,Villa Paranacito - Prefectura,---mm
2012-02-21,Brazo Largo - Puesto Caminero,---mm
2012-02-21,Holt Ibicuy - Comisaría,---mm
2012-02-21,Mazaruca - Destacamento,---mm
2012-02-21,Villa Paranacito - Prefectura,---mm
2012-02-26,Brazo Largo - Puesto Caminero,---mm
2012-02-26,Holt Ibicuy - Comisaría,1mm
2012-02-26,Mazaruca - Destacamento,---mm
2012-02-26,Villa Paranacito - Prefectura,1mm
2012-02-28,Brazo Largo - Puesto Caminero,17mm
2012-02-28,Holt Ibicuy - Comisaría,16mm
2012-02-28,Mazaruca - Destacamento,20mm
2012-02-28,Villa Paranacito - Prefectura,53mm
2012-02-29,Brazo Largo - Puesto Caminero,14mm
2012-02-29,Holt Ibicuy - Comisaría,10mm
2012-02-29,Mazaruca - Destacamento,20mm
2012-02-29,Villa Paranacito - Prefectura,9mm
2012-03-01,Brazo Largo - Puesto Caminero,---mm
2012-03-01,Holt Ibicuy - Comisaría,---mm
2012-03-01,Mazaruca - Destacamento,---mm
2012-03-01,Villa Paranacito - Prefectura,---mm
2012-03-05,Brazo Largo - Puesto Caminero,---mm
2012-03-05,Holt Ibicuy - Comisaría,35mm
2012-03-05,Mazaruca - Destacamento,---mm
2012-03-05,Villa Paranacito - Prefectura,28mm
2012-03-06,Brazo Largo - Puesto Caminero,---mm
2012-03-06,Holt Ibicuy - Comisaría,---mm
2012-03-06,Mazaruca - Destacamento,---mm
2012-03-06,Villa Paranacito - Prefectura,---mm
2012-03-08,Brazo Largo - Puesto Caminero,---mm
2012-03-08,Holt Ibicuy - Comisaría,---mm
2012-03-08,Mazaruca - Destacamento,---mm
2012-03-08,Villa Paranacito - Prefectura,---mm
2012-03-12,Brazo Largo - Puesto Caminero,6mm
2012-03-12,Holt Ibicuy - Comisaría,11mm
2012-03-12,Mazaruca - Destacamento,5mm
2012-03-12,Villa Paranacito - Prefectura,3mm
2012-03-13,Brazo Largo - Puesto Caminero,---mm
2012-03-13,Holt Ibicuy - Comisaría,---mm
2012-03-13,Mazaruca - Destacamento,---mm
2012-03-13,Villa Paranacito - Prefectura,---mm
2012-03-19,Brazo Largo - Puesto Caminero,33mm
2012-03-19,Holt Ibicuy - Comisaría,22mm
2012-03-19,Mazaruca - Destacamento,30mm
2012-03-19,Villa Paranacito - Prefectura,20mm
2012-03-20,Brazo Largo - Puesto Caminero,33mm
2012-03-20,Holt Ibicuy - Comisaría,22mm
2012-03-20,Mazaruca - Destacamento,30mm
2012-03-20,Villa Paranacito - Prefectura,20mm
2012-03-21,Brazo Largo - Puesto Caminero,---mm
2012-03-21,Holt Ibicuy - Comisaría,---mm
2012-03-21,Mazaruca - Destacamento,---mm
2012-03-21,Villa Paranacito - Prefectura,---mm
2012-03-24,Brazo Largo - Puesto Caminero,3mm
2012-03-24,Holt Ibicuy - Comisaría,5mm
2012-03-24,Mazaruca - Destacamento,5mm
