fecha,Estación,Precipitación
2010-12-19,Federal - Brigada Abigeato,---mm
2010-12-19,Federal - Jefatura Departamental,45mm
2010-12-19,La Calandria - Comisaría,21mm
2010-12-19,Nueva Vizcaya - Comisaría,---mm
2010-12-19,Sauce de Luna - Comisaría,22mm
2011-01-25,Banderas,5mm
2011-01-25,Chañar - Comisaría,2mm
2011-01-25,Conscripto Bernardi - Comisaría,4mm
2011-01-25,El Cimarrón - Comisaría,2mm
2011-01-25,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-01-25,Federal - Brigada Abigeato,---mm
2011-01-25,Federal - Jefatura Departamental,3mm
2011-01-25,La Calandria - Comisaría,1mm
2011-01-25,Nueva Vizcaya - Comisaría,---mm
2011-01-25,Sauce de Luna - Comisaría,5mm
2011-01-27,Banderas,---mm
2011-01-27,Chañar - Comisaría,---mm
2011-01-27,Conscripto Bernardi - Comisaría,---mm
2011-01-27,El Cimarrón - Comisaría,---mm
2011-01-27,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-01-27,Federal - Brigada Abigeato,---mm
2011-01-27,Federal - Jefatura Departamental,---mm
2011-01-27,La Calandria - Comisaría,---mm
2011-01-27,Nueva Vizcaya - Comisaría,---mm
2011-01-27,Sauce de Luna - Comisaría,---mm
2011-01-28,Banderas,---mm
2011-01-28,Chañar - Comisaría,---mm
2011-01-28,Conscripto Bernardi - Comisaría,---mm
2011-01-28,El Cimarrón - Comisaría,---mm
2011-01-28,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-01-28,Federal - Brigada Abigeato,---mm
2011-01-28,Federal - Jefatura Departamental,---mm
2011-01-28,La Calandria - Comisaría,---mm
2011-01-28,Nueva Vizcaya - Comisaría,---mm
2011-01-28,Sauce de Luna - Comisaría,---mm
2011-02-07,Banderas,38mm
2011-02-07,Chañar - Comisaría,52mm
2011-02-07,Conscripto Bernardi - Comisaría,6mm
2011-02-07,El Cimarrón - Comisaría,16mm
2011-02-07,Elias Romero - Dto. Moreyra - Comisaría,72mm
2011-02-07,Federal - Brigada Abigeato,27mm
2011-02-07,Federal - Jefatura Departamental,31mm
2011-02-07,La Calandria - Comisaría,66mm
2011-02-07,Nueva Vizcaya - Comisaría,---mm
2011-02-07,Sauce de Luna - Comisaría,123mm
2011-02-09,Banderas,---mm
2011-02-09,Chañar - Comisaría,---mm
2011-02-09,Conscripto Bernardi - Comisaría,---mm
2011-02-09,El Cimarrón - Comisaría,---mm
2011-02-09,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-02-09,Federal - Brigada Abigeato,---mm
2011-02-09,Federal - Jefatura Departamental,---mm
2011-02-09,La Calandria - Comisaría,---mm
2011-02-09,Nueva Vizcaya - Comisaría,---mm
2011-02-09,Sauce de Luna - Comisaría,---mm
2011-02-12,Banderas,---mm
2011-02-12,Chañar - Comisaría,---mm
2011-02-12,Conscripto Bernardi - Comisaría,---mm
2011-02-12,El Cimarrón - Comisaría,---mm
2011-02-12,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-02-12,Federal - Brigada Abigeato,---mm
2011-02-12,Federal - Jefatura Departamental,---mm
2011-02-12,La Calandria - Comisaría,---mm
2011-02-12,Nueva Vizcaya - Comisaría,---mm
2011-02-12,Sauce de Luna - Comisaría,---mm
2011-02-18,Banderas,---mm
2011-02-18,Chañar - Comisaría,---mm
2011-02-18,Conscripto Bernardi - Comisaría,---mm
2011-02-18,El Cimarrón - Comisaría,---mm
2011-02-18,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-02-18,Federal - Brigada Abigeato,---mm
2011-02-18,Federal - Jefatura Departamental,---mm
2011-02-18,La Calandria - Comisaría,---mm
2011-02-18,Nueva Vizcaya - Comisaría,---mm
2011-02-18,Sauce de Luna - Comisaría,---mm
2011-02-19,Banderas,45mm
2011-02-19,Chañar - Comisaría,1mm
2011-02-19,Conscripto Bernardi - Comisaría,2mm
2011-02-19,El Cimarrón - Comisaría,6mm
2011-02-19,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-02-19,Federal - Brigada Abigeato,---mm
2011-02-19,Federal - Jefatura Departamental,5mm
2011-02-19,La Calandria - Comisaría,34mm
2011-02-19,Nueva Vizcaya - Comisaría,6mm
2011-02-19,Sauce de Luna - Comisaría,---mm
2011-02-20,Banderas,45mm
2011-02-20,Chañar - Comisaría,1mm
2011-02-20,Conscripto Bernardi - Comisaría,2mm
2011-02-20,El Cimarrón - Comisaría,6mm
2011-02-20,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-02-20,Federal - Brigada Abigeato,---mm
2011-02-20,Federal - Jefatura Departamental,5mm
2011-02-20,La Calandria - Comisaría,34mm
2011-02-20,Nueva Vizcaya - Comisaría,6mm
2011-02-20,Sauce de Luna - Comisaría,---mm
2011-02-21,Banderas,---mm
2011-02-21,Chañar - Comisaría,---mm
2011-02-21,Conscripto Bernardi - Comisaría,---mm
2011-02-21,El Cimarrón - Comisaría,---mm
2011-02-21,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-02-21,Federal - Brigada Abigeato,---mm
2011-02-21,Federal - Jefatura Departamental,---mm
2011-02-21,La Calandria - Comisaría,---mm
2011-02-21,Nueva Vizcaya - Comisaría,---mm
2011-02-21,Sauce de Luna - Comisaría,---mm
2011-02-22,Banderas,10mm
2011-02-22,Chañar - Comisaría,---mm
2011-02-22,Conscripto Bernardi - Comisaría,25mm
2011-02-22,El Cimarrón - Comisaría,18mm
2011-02-22,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-02-22,Federal - Brigada Abigeato,11mm
2011-02-22,Federal - Jefatura Departamental,11mm
2011-02-22,La Calandria - Comisaría,15mm
2011-02-22,Nueva Vizcaya - Comisaría,36mm
2011-02-22,Sauce de Luna - Comisaría,20mm
2011-02-23,Banderas,---mm
2011-02-23,Chañar - Comisaría,1mm
2011-02-23,Conscripto Bernardi - Comisaría,---mm
2011-02-23,El Cimarrón - Comisaría,2mm
2011-02-23,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-02-23,Federal - Brigada Abigeato,---mm
2011-02-23,Federal - Jefatura Departamental,1mm
2011-02-23,La Calandria - Comisaría,---mm
2011-02-23,Nueva Vizcaya - Comisaría,---mm
2011-02-23,Sauce de Luna - Comisaría,---mm
2011-03-12,Banderas,---mm
2011-03-12,Chañar - Comisaría,12mm
2011-03-12,Conscripto Bernardi - Comisaría,27mm
2011-03-12,El Cimarrón - Comisaría,25mm
2011-03-12,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-03-12,Federal - Brigada Abigeato,---mm
2011-03-12,Federal - Jefatura Departamental,16mm
2011-03-12,La Calandria - Comisaría,16mm
2011-03-12,Nueva Vizcaya - Comisaría,---mm
2011-03-12,Sauce de Luna - Comisaría,22mm
2011-03-16,Banderas,---mm
2011-03-16,Chañar - Comisaría,---mm
2011-03-16,Conscripto Bernardi - Comisaría,---mm
2011-03-16,El Cimarrón - Comisaría,---mm
2011-03-16,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-03-16,Federal - Brigada Abigeato,---mm
2011-03-16,Federal - Jefatura Departamental,---mm
2011-03-16,La Calandria - Comisaría,---mm
2011-03-16,Nueva Vizcaya - Comisaría,---mm
2011-03-16,Sauce de Luna - Comisaría,---mm
2011-03-17,Banderas,1mm
2011-03-17,Chañar - Comisaría,7mm
2011-03-17,Conscripto Bernardi - Comisaría,1mm
2011-03-17,El Cimarrón - Comisaría,1mm
2011-03-17,Elias Romero - Dto. Moreyra - Comisaría,3mm
2011-03-17,Federal - Brigada Abigeato,7mm
2011-03-17,Federal - Jefatura Departamental,---mm
2011-03-17,La Calandria - Comisaría,6mm
2011-03-17,Nueva Vizcaya - Comisaría,---mm
2011-03-17,Sauce de Luna - Comisaría,5mm
2011-03-23,Banderas,---mm
2011-03-23,Chañar - Comisaría,4mm
2011-03-23,Conscripto Bernardi - Comisaría,---mm
2011-03-23,El Cimarrón - Comisaría,---mm
2011-03-23,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-03-23,Federal - Brigada Abigeato,---mm
2011-03-23,Federal - Jefatura Departamental,---mm
2011-03-23,La Calandria - Comisaría,---mm
2011-03-23,Nueva Vizcaya - Comisaría,---mm
2011-03-23,Sauce de Luna - Comisaría,5mm
2011-03-24,Banderas,83mm
2011-03-24,Chañar - Comisaría,70mm
2011-03-24,Conscripto Bernardi - Comisaría,86mm
2011-03-24,El Cimarrón - Comisaría,72mm
2011-03-24,Elias Romero - Dto. Moreyra - Comisaría,58mm
2011-03-24,Federal - Brigada Abigeato,---mm
2011-03-24,Federal - Jefatura Departamental,75mm
2011-03-24,La Calandria - Comisaría,63mm
2011-03-24,Nueva Vizcaya - Comisaría,---mm
2011-03-24,Sauce de Luna - Comisaría,121mm
2011-03-26,Banderas,---mm
2011-03-26,Chañar - Comisaría,---mm
2011-03-26,Conscripto Bernardi - Comisaría,3mm
2011-03-26,El Cimarrón - Comisaría,5mm
2011-03-26,Elias Romero - Dto. Moreyra - Comisaría,5mm
2011-03-26,Federal - Brigada Abigeato,---mm
2011-03-26,Federal - Jefatura Departamental,---mm
2011-03-26,La Calandria - Comisaría,---mm
2011-03-26,Nueva Vizcaya - Comisaría,---mm
2011-03-26,Sauce de Luna - Comisaría,---mm
2011-04-02,Banderas,---mm
2011-04-02,Chañar - Comisaría,---mm
2011-04-02,Conscripto Bernardi - Comisaría,---mm
2011-04-02,El Cimarrón - Comisaría,---mm
2011-04-02,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-04-02,Federal - Brigada Abigeato,---mm
2011-04-02,Federal - Jefatura Departamental,---mm
2011-04-02,La Calandria - Comisaría,---mm
2011-04-02,Nueva Vizcaya - Comisaría,---mm
2011-04-02,Sauce de Luna - Comisaría,---mm
2011-04-03,Banderas,---mm
2011-04-03,Chañar - Comisaría,5mm
2011-04-03,Conscripto Bernardi - Comisaría,---mm
2011-04-03,El Cimarrón - Comisaría,10mm
2011-04-03,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-04-03,Federal - Brigada Abigeato,---mm
2011-04-03,Federal - Jefatura Departamental,2mm
2011-04-03,La Calandria - Comisaría,---mm
2011-04-03,Nueva Vizcaya - Comisaría,---mm
2011-04-03,Sauce de Luna - Comisaría,---mm
2011-04-13,Banderas,---mm
2011-04-13,Chañar - Comisaría,---mm
2011-04-13,Conscripto Bernardi - Comisaría,---mm
2011-04-13,El Cimarrón - Comisaría,---mm
2011-04-13,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-04-13,Federal - Brigada Abigeato,---mm
2011-04-13,Federal - Jefatura Departamental,---mm
2011-04-13,La Calandria - Comisaría,---mm
2011-04-13,Nueva Vizcaya - Comisaría,---mm
2011-04-13,Sauce de Luna - Comisaría,---mm
2011-04-14,Banderas,---mm
2011-04-14,Chañar - Comisaría,---mm
2011-04-14,Conscripto Bernardi - Comisaría,---mm
2011-04-14,El Cimarrón - Comisaría,---mm
2011-04-14,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-04-14,Federal - Brigada Abigeato,---mm
2011-04-14,Federal - Jefatura Departamental,---mm
2011-04-14,La Calandria - Comisaría,---mm
2011-04-14,Nueva Vizcaya - Comisaría,---mm
2011-04-14,Sauce de Luna - Comisaría,---mm
2011-04-15,Banderas,---mm
2011-04-15,Chañar - Comisaría,11mm
2011-04-15,Conscripto Bernardi - Comisaría,13mm
2011-04-15,El Cimarrón - Comisaría,7mm
2011-04-15,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-04-15,Federal - Brigada Abigeato,---mm
2011-04-15,Federal - Jefatura Departamental,2mm
2011-04-15,La Calandria - Comisaría,10mm
2011-04-15,Nueva Vizcaya - Comisaría,3mm
2011-04-15,Sauce de Luna - Comisaría,4mm
2011-04-17,Banderas,3mm
2011-04-17,Chañar - Comisaría,0mm
2011-04-17,Conscripto Bernardi - Comisaría,0mm
2011-04-17,El Cimarrón - Comisaría,0mm
2011-04-17,Elias Romero - Dto. Moreyra - Comisaría,0mm
2011-04-17,Federal - Brigada Abigeato,---mm
2011-04-17,Federal - Jefatura Departamental,1mm
2011-04-17,La Calandria - Comisaría,0mm
2011-04-17,Nueva Vizcaya - Comisaría,---mm
2011-04-17,Sauce de Luna - Comisaría,0mm
2011-04-20,Banderas,17mm
2011-04-20,Chañar - Comisaría,5mm
2011-04-20,Conscripto Bernardi - Comisaría,25mm
2011-04-20,El Cimarrón - Comisaría,20mm
2011-04-20,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-04-20,Federal - Brigada Abigeato,---mm
2011-04-20,Federal - Jefatura Departamental,36mm
2011-04-20,La Calandria - Comisaría,---mm
2011-04-20,Nueva Vizcaya - Comisaría,---mm
2011-04-20,Sauce de Luna - Comisaría,8mm
2011-04-21,Banderas,68mm
2011-04-21,Chañar - Comisaría,46mm
2011-04-21,Conscripto Bernardi - Comisaría,67mm
2011-04-21,El Cimarrón - Comisaría,65mm
2011-04-21,Elias Romero - Dto. Moreyra - Comisaría,80mm
2011-04-21,Federal - Brigada Abigeato,---mm
2011-04-21,Federal - Jefatura Departamental,59mm
2011-04-21,La Calandria - Comisaría,110mm
2011-04-21,Nueva Vizcaya - Comisaría,---mm
2011-04-21,Sauce de Luna - Comisaría,71mm
2011-04-29,Banderas,---mm
2011-04-29,Chañar - Comisaría,---mm
2011-04-29,Conscripto Bernardi - Comisaría,---mm
2011-04-29,El Cimarrón - Comisaría,---mm
2011-04-29,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-04-29,Federal - Brigada Abigeato,---mm
2011-04-29,Federal - Jefatura Departamental,---mm
2011-04-29,La Calandria - Comisaría,---mm
2011-04-29,Nueva Vizcaya - Comisaría,---mm
2011-04-29,Sauce de Luna - Comisaría,---mm
2011-05-01,Banderas,---mm
2011-05-01,Chañar - Comisaría,2mm
2011-05-01,Conscripto Bernardi - Comisaría,---mm
2011-05-01,El Cimarrón - Comisaría,4mm
2011-05-01,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-05-01,Federal - Brigada Abigeato,---mm
2011-05-01,Federal - Jefatura Departamental,---mm
2011-05-01,La Calandria - Comisaría,---mm
2011-05-01,Nueva Vizcaya - Comisaría,---mm
2011-05-01,Sauce de Luna - Comisaría,---mm
2011-05-14,Banderas,20mm
2011-05-14,Chañar - Comisaría,8mm
2011-05-14,Conscripto Bernardi - Comisaría,15mm
2011-05-14,El Cimarrón - Comisaría,30mm
2011-05-14,Elias Romero - Dto. Moreyra - Comisaría,---mm
2011-05-14,Federal - Brigada Abigeato,---mm
2011-05-14,Federal - Jefatura Departamental,22mm
2011-05-14,La Calandria - Comisaría,17mm
2011-05-14,Nueva Vizcaya - Comisaría,---mm
2011-05-14,Sauce de Luna - Comisaría,41mm
2011-05-15,Banderas,0mm
2011-05-15,Chañar - Comisaría,5mm
2011-05-15,Conscripto Bernardi - Comisaría,0mm
2011-05-15,El Cimarrón - Comisaría,0mm
2011-05-15,Elias Romero - Dto. Moreyra - Comisaría,0mm
2011-05-15,Federal - Brigada Abigeato,---mm
2011-05-15,Federal - Jefatura Departamental,0mm
2011-05-15,La Calandria - Comisaría,0mm
2011-05-15,Nueva Vizcaya - Comisaría,---mm
2011-05-15,Sauce de Luna - Comisaría,0mm
2011-05-22,Banderas,---mm
2011-05-22,Chañar - Comisaría,---mm
2011-05-22,Conscripto Bernardi - Comisaría,---mm
2011-05-22,El Cimarrón - Comisaría,---mm
