fecha,Estación,Precipitación
2011-04-03,Gualeguay Ciudad - Bomberos Voluntarios,3mm
2011-04-03,Lazo - Comisaría,---mm
2011-04-03,Puerto Ruiz - Comisaría,---mm
2011-04-13,3º Distrito - Aldea Asunción,---mm
2011-04-13,6º Distrito - Comisaría Nº 17 (3 Boc.),---mm
2011-04-13,7º Distrito - Comisaría Nº 28,---mm
2011-04-13,8º Distrito - Comisaría Nº 27,---mm
2011-04-13,Gral. Galarza - Comisaría,---mm
2011-04-13,Gualeguay Ciudad - Bomberos Voluntarios,---mm
2011-04-13,Lazo - Comisaría,---mm
2011-04-13,Puerto Ruiz - Comisaría,---mm
2011-04-14,3º Distrito - Aldea Asunción,---mm
2011-04-14,6º Distrito - Comisaría Nº 17 (3 Boc.),---mm
2011-04-14,7º Distrito - Comisaría Nº 28,---mm
2011-04-14,8º Distrito - Comisaría Nº 27,---mm
2011-04-14,Gral. Galarza - Comisaría,---mm
2011-04-14,Gualeguay Ciudad - Bomberos Voluntarios,---mm
2011-04-14,Lazo - Comisaría,---mm
2011-04-14,Puerto Ruiz - Comisaría,---mm
2011-04-15,3º Distrito - Aldea Asunción,---mm
2011-04-15,6º Distrito - Comisaría Nº 17 (3 Boc.),4mm
2011-04-15,7º Distrito - Comisaría Nº 28,---mm
2011-04-15,8º Distrito - Comisaría Nº 27,---mm
2011-04-15,Gral. Galarza - Comisaría,6mm
2011-04-15,Gualeguay Ciudad - Bomberos Voluntarios,5mm
2011-04-15,Lazo - Comisaría,---mm
2011-04-15,Puerto Ruiz - Comisaría,5mm
2011-04-17,3º Distrito - Aldea Asunción,---mm
2011-04-17,6º Distrito - Comisaría Nº 17 (3 Boc.),---mm
2011-04-17,7º Distrito - Comisaría Nº 28,---mm
2011-04-17,8º Distrito - Comisaría Nº 27,---mm
2011-04-17,Gral. Galarza - Comisaría,---mm
2011-04-17,Gualeguay Ciudad - Bomberos Voluntarios,---mm
2011-04-17,Lazo - Comisaría,---mm
2011-04-17,Puerto Ruiz - Comisaría,---mm
2011-04-20,3º Distrito - Aldea Asunción,---mm
2011-04-20,6º Distrito - Comisaría Nº 17 (3 Boc.),35mm
2011-04-20,7º Distrito - Comisaría Nº 28,---mm
2011-04-20,8º Distrito - Comisaría Nº 27,36mm
2011-04-20,Gral. Galarza - Comisaría,35mm
2011-04-20,Gualeguay Ciudad - Bomberos Voluntarios,---mm
