fecha,Estación,Precipitación
2010-12-19,Gchú - Ciudad - Municipalidad,---mm
2010-12-19,Gral. Almada - Comisaría,---mm
2010-12-19,Irazusta - Subcomisaría,---mm
2010-12-19,Pastor Britos,---mm
2010-12-19,Pehuajó Sur - Subcomisaría,---mm
2010-12-19,Perdices,---mm
2010-12-19,Rincón del Gato - Comisaría,---mm
2010-12-19,Talitas - Subcomisaría,---mm
2011-01-25,Alarcón - Destacamento,35mm
2011-01-25,Aldea San Antonio (Scheffer),23mm
2011-01-25,Costa Río Uruguay - Comisaría,---mm
2011-01-25,Costa San Antonio,45mm
2011-01-25,Cuchilla Redonda - Comisaría,33mm
2011-01-25,Escriña - Destacamento,43mm
2011-01-25,Estación Gilbert - Comisaría,21mm
2011-01-25,Faustino M. Parera - Destacamento,31mm
2011-01-25,Gchú - Ciudad - Municipalidad,52mm
2011-01-25,Gral. Almada - Comisaría,6mm
2011-01-25,Irazusta - Subcomisaría,32mm
2011-01-25,Pastor Britos,40mm
2011-01-25,Pehuajó Sur - Subcomisaría,41mm
2011-01-25,Perdices,20mm
2011-01-25,Rincón del Gato - Comisaría,---mm
2011-01-25,Talitas - Subcomisaría,38mm
2011-01-27,Alarcón - Destacamento,---mm
2011-01-27,Aldea San Antonio (Scheffer),---mm
2011-01-27,Costa Río Uruguay - Comisaría,---mm
2011-01-27,Costa San Antonio,---mm
2011-01-27,Cuchilla Redonda - Comisaría,---mm
2011-01-27,Escriña - Destacamento,---mm
2011-01-27,Estación Gilbert - Comisaría,---mm
2011-01-27,Faustino M. Parera - Destacamento,---mm
2011-01-27,Gchú - Ciudad - Municipalidad,---mm
2011-01-27,Gral. Almada - Comisaría,---mm
2011-01-27,Irazusta - Subcomisaría,---mm
2011-01-27,Pastor Britos,---mm
2011-01-27,Pehuajó Sur - Subcomisaría,---mm
2011-01-27,Perdices,---mm
2011-01-27,Rincón del Gato - Comisaría,---mm
2011-01-27,Talitas - Subcomisaría,---mm
2011-01-28,Alarcón - Destacamento,---mm
2011-01-28,Aldea San Antonio (Scheffer),---mm
2011-01-28,Costa Río Uruguay - Comisaría,---mm
2011-01-28,Costa San Antonio,---mm
2011-01-28,Cuchilla Redonda - Comisaría,---mm
2011-01-28,Escriña - Destacamento,---mm
2011-01-28,Estación Gilbert - Comisaría,---mm
2011-01-28,Faustino M. Parera - Destacamento,---mm
2011-01-28,Gchú - Ciudad - Municipalidad,---mm
2011-01-28,Gral. Almada - Comisaría,---mm
2011-01-28,Irazusta - Subcomisaría,---mm
2011-01-28,Pastor Britos,---mm
2011-01-28,Pehuajó Sur - Subcomisaría,---mm
2011-01-28,Perdices,---mm
2011-01-28,Rincón del Gato - Comisaría,---mm
