fecha,Estación,Precipitación
2011-04-14,Hinojal - Comisaría Nº 23,---mm
2011-04-14,Laguna del Pescado - Brigada Abigeato,---mm
2011-04-14,Montoya - Comisaría Nº 20,---mm
2011-04-14,Pajonal,---mm
2011-04-14,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-04-15,Antelo - Sara de Muzzio,---mm
2011-04-15,Hinojal - Comisaría Nº 23,---mm
2011-04-15,Laguna del Pescado - Brigada Abigeato,---mm
2011-04-15,Montoya - Comisaría Nº 20,---mm
2011-04-15,Pajonal,---mm
2011-04-15,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-04-17,Antelo - Sara de Muzzio,---mm
2011-04-17,Hinojal - Comisaría Nº 23,---mm
2011-04-17,Laguna del Pescado - Brigada Abigeato,---mm
2011-04-17,Montoya - Comisaría Nº 20,---mm
2011-04-17,Pajonal,---mm
2011-04-17,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-04-20,Antelo - Sara de Muzzio,30mm
2011-04-20,Hinojal - Comisaría Nº 23,25mm
2011-04-20,Laguna del Pescado - Brigada Abigeato,40mm
2011-04-20,Montoya - Comisaría Nº 20,---mm
2011-04-20,Pajonal,35mm
2011-04-20,Rincón del Nogoyá - Comisaría Nº 17,35mm
2011-04-21,Antelo - Sara de Muzzio,19mm
2011-04-21,Hinojal - Comisaría Nº 23,0mm
2011-04-21,Laguna del Pescado - Brigada Abigeato,7mm
2011-04-21,Montoya - Comisaría Nº 20,---mm
2011-04-21,Pajonal,0mm
2011-04-21,Rincón del Nogoyá - Comisaría Nº 17,5mm
2011-04-29,Antelo - Sara de Muzzio,3mm
2011-04-29,Hinojal - Comisaría Nº 23,10mm
2011-04-29,Laguna del Pescado - Brigada Abigeato,---mm
2011-04-29,Montoya - Comisaría Nº 20,---mm
2011-04-29,Pajonal,30mm
2011-04-29,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-05-01,Antelo - Sara de Muzzio,5mm
2011-05-01,Hinojal - Comisaría Nº 23,7mm
2011-05-01,Laguna del Pescado - Brigada Abigeato,5mm
2011-05-01,Montoya - Comisaría Nº 20,---mm
2011-05-01,Pajonal,3mm
2011-05-01,Rincón del Nogoyá - Comisaría Nº 17,6mm
2011-05-14,Antelo - Sara de Muzzio,30mm
2011-05-14,Hinojal - Comisaría Nº 23,35mm
2011-05-14,Laguna del Pescado - Brigada Abigeato,36mm
2011-05-14,Montoya - Comisaría Nº 20,---mm
2011-05-14,Pajonal,35mm
2011-05-14,Rincón del Nogoyá - Comisaría Nº 17,13mm
2011-05-15,Antelo - Sara de Muzzio,---mm
2011-05-15,Hinojal - Comisaría Nº 23,---mm
2011-05-15,Laguna del Pescado - Brigada Abigeato,---mm
2011-05-15,Montoya - Comisaría Nº 20,---mm
2011-05-15,Pajonal,---mm
2011-05-15,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-05-22,Antelo - Sara de Muzzio,10mm
2011-05-22,Hinojal - Comisaría Nº 23,6mm
2011-05-22,Laguna del Pescado - Brigada Abigeato,10mm
2011-05-22,Montoya - Comisaría Nº 20,---mm
2011-05-22,Pajonal,9mm
2011-05-22,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-05-24,Antelo - Sara de Muzzio,61mm
2011-05-24,Hinojal - Comisaría Nº 23,6mm
2011-05-24,Laguna del Pescado - Brigada Abigeato,48mm
2011-05-24,Montoya - Comisaría Nº 20,---mm
2011-05-24,Pajonal,45mm
2011-05-24,Rincón del Nogoyá - Comisaría Nº 17,50mm
2011-05-25,Antelo - Sara de Muzzio,---mm
2011-05-25,Hinojal - Comisaría Nº 23,---mm
2011-05-25,Laguna del Pescado - Brigada Abigeato,---mm
2011-05-25,Montoya - Comisaría Nº 20,---mm
2011-05-25,Pajonal,---mm
2011-05-25,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-06-06,Antelo - Sara de Muzzio,11mm
2011-06-06,Hinojal - Comisaría Nº 23,---mm
2011-06-06,Laguna del Pescado - Brigada Abigeato,6mm
2011-06-06,Montoya - Comisaría Nº 20,---mm
2011-06-06,Pajonal,4mm
2011-06-06,Rincón del Nogoyá - Comisaría Nº 17,8mm
2011-06-15,Antelo - Sara de Muzzio,---mm
2011-06-15,Hinojal - Comisaría Nº 23,---mm
2011-06-15,Laguna del Pescado - Brigada Abigeato,---mm
2011-06-15,Montoya - Comisaría Nº 20,---mm
2011-06-15,Pajonal,---mm
2011-06-15,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-06-17,Antelo - Sara de Muzzio,---mm
2011-06-17,Hinojal - Comisaría Nº 23,---mm
2011-06-17,Laguna del Pescado - Brigada Abigeato,---mm
2011-06-17,Montoya - Comisaría Nº 20,---mm
2011-06-17,Pajonal,---mm
2011-06-17,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-06-20,Antelo - Sara de Muzzio,---mm
2011-06-20,Hinojal - Comisaría Nº 23,---mm
2011-06-20,Laguna del Pescado - Brigada Abigeato,---mm
2011-06-20,Montoya - Comisaría Nº 20,---mm
2011-06-20,Pajonal,---mm
2011-06-20,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-06-21,Antelo - Sara de Muzzio,---mm
2011-06-21,Hinojal - Comisaría Nº 23,---mm
2011-06-21,Laguna del Pescado - Brigada Abigeato,---mm
2011-06-21,Montoya - Comisaría Nº 20,---mm
2011-06-21,Pajonal,---mm
2011-06-21,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-06-22,Antelo - Sara de Muzzio,13mm
2011-06-22,Hinojal - Comisaría Nº 23,---mm
2011-06-22,Laguna del Pescado - Brigada Abigeato,17mm
2011-06-22,Montoya - Comisaría Nº 20,9mm
2011-06-22,Pajonal,22mm
2011-06-22,Rincón del Nogoyá - Comisaría Nº 17,15mm
2011-07-13,Antelo - Sara de Muzzio,---mm
2011-07-13,Hinojal - Comisaría Nº 23,---mm
2011-07-13,Laguna del Pescado - Brigada Abigeato,---mm
2011-07-13,Montoya - Comisaría Nº 20,---mm
2011-07-13,Pajonal,---mm
2011-07-13,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-07-15,Antelo - Sara de Muzzio,3mm
2011-07-15,Hinojal - Comisaría Nº 23,---mm
2011-07-15,Laguna del Pescado - Brigada Abigeato,5mm
2011-07-15,Montoya - Comisaría Nº 20,---mm
2011-07-15,Pajonal,---mm
2011-07-15,Rincón del Nogoyá - Comisaría Nº 17,5mm
2011-07-16,Antelo - Sara de Muzzio,---mm
2011-07-16,Hinojal - Comisaría Nº 23,---mm
2011-07-16,Laguna del Pescado - Brigada Abigeato,---mm
2011-07-16,Montoya - Comisaría Nº 20,---mm
2011-07-16,Pajonal,---mm
2011-07-16,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-07-18,Antelo - Sara de Muzzio,---mm
2011-07-18,Hinojal - Comisaría Nº 23,---mm
